id,Tube,Üldpind,Seisukord,Ehitusaasta,Tüüp,Korrus,Korruseid,Kuupäev,Maakond
49489,2,49.4,Renoveeritud,1977,Anda üürile korter,3,9,05.04.10,Harjumaa
911233,2,64.6,Uus,2011,Müüa korter,3,4,02.04.15,Harjumaa
882633,4,104.4,Valmis,2009,Anda üürile äripind,2,4,10.02.15,Harjumaa
694641,2,68.2,Valmis,1875,Anda üürile korter,1,3,19.12.13,Tartumaa
713524,4,125.4,Keskmine,2007,Müüa maja,2,2,27.01.14,Harjumaa
346399,3,57.9,Vajab renoveerimist,1985,Müüa korter,1,3,06.01.12,Jõgevamaa
59738,3,68,Renoveeritud,1980,"Müüa korter, Vahetuse võimalus (Broneeritud)",2,5,29.04.10,Harjumaa
829354,4,142.5,Renoveeritud,1918,Müüa korter,3,3,28.10.14,Harjumaa
486194,3,65,Valmis,1991,Anda üürile korter,2,3,14.12.12,Tartumaa
78985,2,61.5,Uus,2009,Anda üürile korter,2,3,07.06.10,Tartumaa
182176,4,237.7,Uus,2009,Müüa äripind,4,5,17.12.10,Harjumaa
281815,1,31,Vajab san. remonti,1968,Müüa korter,2,4,09.08.11,Ida-Virumaa
206490,2,68,Uus,2009,Anda üürile korter,4,4,22.02.11,Harjumaa
843280,2,39.7,Valmis,1940,Anda üürile korter,1,2,25.11.14,Harjumaa
309940,3,60,Renoveeritud,1978,Müüa korter,7,9,13.10.11,Harjumaa
693994,3,88.8,Valmis,2007,Müüa korter,2,4,18.12.13,Harjumaa
815667,2,43.6,Renoveeritud,1966,Müüa korter,5,5,08.08.14,Harjumaa
348558,1,24.8,Valmis,1938,Müüa korter,1,4,11.01.12,Harjumaa
847336,2,38.4,Valmis,1968,Müüa korter,1,5,02.12.14,Ida-Virumaa
132900,4,88.2,Renoveeritud,2006,Müüa korter,1,2,23.09.10,Harjumaa
329949,2,47.2,Renoveeritud,1972,Müüa korter,5,5,25.11.11,Harjumaa
368694,3,58.2,Valmis,1971,Müüa korter,4,4,15.04.12,Ida-Virumaa
887994,3,66.3,Renoveeritud,2014,Müüa korter,1,2,20.02.15,Tartumaa
597197,3,58.4,Valmis,1985,Anda üürile korter,1,3,29.05.13,Pärnumaa
238534,3,83.3,Valmis,2004,Müüa korter,2,3,02.05.11,Valgamaa
558987,3,68.4,Renoveeritud,1975,Müüa korter,7,9,12.04.13,Tallinn
837873,2,128.9,Uus,2006,Müüa korter,2,3,13.11.14,Harjumaa
244509,2,50,Uus,2005,Müüa korter,4,4,13.05.11,Harjumaa
587223,2,75.8,Valmis,2003,Anda üürile korter,5,5,27.05.13,Harjumaa
318091,1,33,Renoveeritud,1984,Müüa korter,9,9,31.10.11,Harjumaa
27713,3,90,Uus,2007,Anda üürile korter,1,4,19.12.09,Harjumaa
854115,2,44.5,Uus,2015,Müüa korter,3,3,15.12.14,Harjumaa
326545,2,55.5,Uus,2007,Müüa korter,3,4,18.11.11,Harjumaa
664574,2,51,Valmis,1987,Müüa korter,5,9,22.10.13,Ida-Virumaa
916417,3,62.6,San. remont tehtud,1977,Müüa korter,4,5,13.04.15,Tartumaa
757067,3,57,Renoveeritud,1970,Müüa korter,1,3,18.04.14,Harjumaa
226139,2,59,Uus,2008,Anda üürile korter,3,6,05.04.11,Harjumaa
335770,3,88,Uus,2011,Müüa korter,6,8,09.12.11,Harjumaa
867090,2,50.2,Uus,2008,Müüa korter,3,8,13.01.15,Harjumaa
299874,4,80,Renoveeritud,1985,Müüa korter,1,9,20.09.11,Harjumaa
791773,3,94.5,Renoveeritud,1932,Müüa majaosa,1,2,20.06.14,Harjumaa
169545,2,33.1,Vajab renoveerimist,1956,Anda üürile äripind,1,5,22.11.10,Harjumaa
872983,4,80,Vajab renoveerimist,1986,Müüa korter,9,9,23.01.15,Harjumaa
422596,2,68.3,Valmis,1988,Müüa korter,1,3,07.08.12,Raplamaa
106200,2,54,San. remont tehtud,1991,Anda üürile korter,2,5,05.08.10,Läänemaa
878826,1,28.9,Vajab renoveerimist,1977,Müüa korter,3,5,04.02.15,Pärnumaa
535868,3,76.2,Uus,2007,Müüa korter,4,4,06.03.13,Harjumaa
944059,2,48,Uus,2015,Anda üürile korter,2,3,25.05.15,Tartumaa
939923,2,56.7,Uus,2007,Müüa korter,3,5,29.07.15,Tallinn
203112,2,45,San. remont tehtud,1973,Anda üürile korter,5,5,16.02.11,Tallinn
846919,3,57.3,Valmis,2004,Müüa korter,1,3,02.12.14,Tartumaa
406999,3,48.1,Uus,1965,Müüa korter,1,5,02.07.12,Ida-Virumaa
302848,3,84.5,Renoveeritud,1938,Müüa korter,1,3,27.09.11,Tartumaa
258141,2,52,Uus,2008,Müüa korter,2,5,13.06.11,Pärnumaa
255494,2,45.6,Vajab san. remonti,1959,Müüa korter,2,2,07.06.11,Raplamaa
547147,2,45,Renoveeritud,1987,Müüa korter,4,5,26.03.13,Pärnumaa
815140,1,27.4,Vajab renoveerimist,1888,Müüa korter,1,2,07.08.14,Viljandimaa
806298,2,52.8,Uus,2015,Müüa korter,5,6,20.07.14,Harjumaa
595385,3,67.8,Renoveeritud,2003,Müüa korter,1,3,29.05.13,Harjumaa
673281,2,37.9,Valmis,1974,Müüa korter,4,5,07.11.13,Tartumaa
655756,3,68.8,Valmis,2004,Müüa korter,2,3,05.10.13,Harjumaa
82069,2,44,Valmis,1979,Müüa korter,5,5,14.06.10,Tartumaa
810660,2,48,Uus,2014,Müüa korter,1,3,29.07.14,Tartumaa
686700,1,21,Renoveeritud,1912,Müüa korter,2,5,03.12.13,Harjumaa
723893,3,65.4,Renoveeritud,1991,Müüa korter,4,16,14.02.14,Harjumaa
913746,5,195,Renoveeritud,1960,Müüa majaosa,2,2,22.04.15,Tartumaa
631821,2,44.3,Vajab san. remonti,1917,Müüa korter,2,2,19.08.13,Järvamaa
970521,3,61.3,Vajab san. remonti,1975,Müüa korter,5,5,13.07.15,Tartumaa
396583,4,207,Vajab renoveerimist,1935,Müüa maja,1,2,08.06.12,Pärnumaa
207611,2,55,Renoveeritud,1904,Müüa korter,2,3,25.02.11,Harjumaa
693365,3,58.4,San. remont tehtud,1984,Müüa korter,2,3,16.12.13,Raplamaa
183305,2,70,Uus,2006,Müüa korter,6,7,20.12.10,Harjumaa
347500,2,54,Renoveeritud,1987,Müüa korter,5,5,09.01.12,Harjumaa
872578,1,32.8,San. remont tehtud,1982,Müüa korter,5,5,23.01.15,Harjumaa
462365,3,78.4,Renoveeritud,1956,Anda üürile korter,2,3,02.11.12,Harjumaa
417575,3,78.1,Uus,2007,Müüa korter,2,3,27.07.12,Läänemaa
870568,2,48,Valmis,2006,Müüa korter,3,3,20.01.15,Tartumaa
822881,2,52.8,Uus,2014,Müüa korter,5,5,16.10.14,Harjumaa
332555,1,125,Uus,1850,Müüa äripind,3,7,01.12.11,Harjumaa
42686,2,43.6,Renoveeritud,1977,Müüa korter,2,5,17.03.10,Tallinn
578249,3,66.6,San. remont tehtud,1985,Müüa korter,9,9,15.05.13,Harjumaa
193249,2,47.4,Uus,2008,Müüa korter,4,7,31.01.11,Pärnumaa
623376,4,85.1,Renoveeritud,1995,Müüa korter,4,4,02.08.13,Harjumaa
103253,2,47.6,Renoveeritud,1975,Müüa korter,4,5,28.07.10,Harjumaa
311767,1,30.3,Renoveeritud,1985,Müüa korter,1,4,18.10.11,Tartumaa
471220,2,42.9,Uus,1967,Müüa korter,5,5,22.11.12,Harjumaa
915758,3,78.9,Valmis,2005,Müüa korter,2,2,11.04.15,Harjumaa
798294,3,76.8,Uus,2014,Müüa korter,1,2,03.07.14,Pärnumaa
727421,4,82.8,Renoveeritud,1976,"Müüa korter, Vahetuse võimalus",2,5,20.02.14,Harjumaa
784653,2,106.5,Renoveeritud,1939,Anda üürile äripind,6,6,09.06.14,Harjumaa
218436,2,48,Uus,1938,Müüa korter (Broneeritud),3,4,19.03.11,Tallinn
949746,4,131.8,Uus,2016,Müüa korter,5,5,25.11.14,Tallinn
811217,3,65,Renoveeritud,1983,"Müüa korter, Vahetuse võimalus",1,9,31.07.14,Tallinn
864957,1,32.4,Renoveeritud,1978,Müüa korter,1,9,09.01.15,Harjumaa
269617,3,65.5,Renoveeritud,1978,"Müüa korter, Vahetuse võimalus",7,9,10.07.11,Harjumaa
536162,2,44.3,Uus,2007,Müüa korter,23,30,06.03.13,Harjumaa
707890,2,48.4,Valmis,1964,Müüa korter,4,5,16.01.14,Ida-Virumaa
795273,1,38,San. remont tehtud,1982,Anda üürile korter,1,5,28.06.14,Harjumaa
45516,3,58,Keskmine,1986,Müüa korter,1,3,06.09.10,Raplamaa
815272,2,47.7,Renoveeritud,1984,Müüa korter,2,5,07.08.14,Harjumaa
832630,4,72,Uus,1970,Anda üürile äripind,2,3,03.11.14,Tallinn
864037,2,57.5,Uus,2003,Müüa korter,3,4,08.01.15,Harjumaa
612757,1,31,Renoveeritud,1951,Müüa korter,1,3,12.07.13,Harjumaa
417839,2,65.7,Uus,2010,Müüa korter,1,4,28.07.12,Harjumaa
215165,2,41.9,Uus,2007,Müüa korter,7,9,13.03.11,Läänemaa
543640,2,44.1,Uus,2005,Müüa korter,4,4,19.03.13,Harjumaa
610060,2,85.6,Uus,2004,Müüa korter,4,4,08.07.13,Harjumaa
222550,4,73.4,Valmis,1978,Müüa korter,2,4,28.03.11,Viljandimaa
691503,1,28.8,Valmis,1978,Müüa korter,2,3,12.12.13,Tartumaa
102960,3,74.6,Keskmine,1881,Müüa korter,1,2,07.09.10,Tallinn
484782,3,61.3,Renoveeritud,1968,Müüa korter,9,9,13.12.12,Harjumaa
838505,4,105,Vajab san. remonti,1902,Müüa korter,2,2,14.11.14,Ida-Virumaa
493934,3,49.1,Valmis,1973,Müüa korter,3,3,21.12.12,Pärnumaa
98948,4,126.3,Renoveeritud,1993,Müüa korter,4,5,21.07.10,Harjumaa
595097,2,44.7,Renoveeritud,1974,Müüa korter,2,3,29.05.13,Harjumaa
437259,2,52,Vajab san. remonti,1980,Müüa korter,3,5,29.10.12,Valgamaa
900882,2,37,Keskmine,1922,Müüa korter,2,3,16.03.15,Harjumaa
959731,7,175,Renoveeritud,2003,Müüa äripind,1,9,22.06.15,Harjumaa
713231,2,42.2,Uus,2007,Müüa korter,4,7,27.01.14,Pärnumaa
627247,3,63.4,Valmis,1957,Müüa korter,2,2,10.08.13,Ida-Virumaa
508071,3,64.9,Uus,1980,Müüa korter,8,9,19.01.13,Harjumaa
247251,3,70.5,Uus,2007,Anda üürile korter,3,8,19.05.11,Tallinn
21525,3,101.4,Renoveeritud,1700,Müüa korter,2,4,30.11.09,Harjumaa
631369,2,49.6,Renoveeritud,1956,Müüa korter,3,3,18.08.13,Ida-Virumaa
962278,3,73.7,Renoveeritud,2006,Müüa korter,3,3,28.06.15,Harjumaa
629603,2,65,Uus,2006,Anda üürile korter,3,3,14.08.13,Harjumaa
789362,4,65.5,Valmis,1979,Müüa korter,9,9,16.06.14,Harjumaa
149985,2,49,Uus,2007,Müüa korter,3,4,19.10.10,Viimsi vald
665730,4,72.1,Vajab san. remonti,1984,Anda üürile korter,3,3,24.10.13,Jõgevamaa
804224,2,49.3,Uus,2005,Anda üürile korter,1,3,16.07.14,Pärnumaa
752469,1,21.6,Renoveeritud,1981,Müüa korter,2,5,08.04.14,Ida-Virumaa
959667,2,40.7,Keskmine,1964,Müüa korter,2,4,25.06.15,Harjumaa
753543,4,109,Uus,2005,Anda üürile korter,6,6,11.04.14,Harjumaa
337470,1,34,San. remont tehtud,1996,Müüa korter,3,9,13.12.11,Harjumaa
24003,3,65,Uus,2007,Müüa korter,6,6,08.12.09,Harjumaa
212142,2,47,Valmis,1970,Müüa korter,3,5,06.03.11,Lääne-Virumaa
869454,3,71,Renoveeritud,1975,Müüa korter,3,5,05.08.15,Tartumaa
569087,4,82,Renoveeritud,1980,Müüa korter,7,9,30.04.13,Harjumaa
830587,2,45.2,Renoveeritud,1968,Müüa korter,2,5,30.10.14,Harjumaa
856913,1,31,Renoveeritud,1937,Anda üürile korter,2,2,22.07.15,Tallinn
559117,2,73.4,Uus,2010,Müüa korter,3,4,13.04.13,Harjumaa
911978,2,36.6,Renoveeritud,1967,Müüa korter,3,4,05.04.15,Tartumaa
638814,3,63,Renoveeritud,1983,Anda üürile korter,1,5,14.10.13,Tartumaa
310478,2,64.2,Uus,2008,Müüa korter,3,4,14.10.11,Harjumaa
775121,2,46,Uus,2015,Müüa korter,1,4,22.05.14,Tallinn
959529,5,168.1,Renoveeritud,1902,Müüa korter,1,3,21.06.15,Harjumaa
640684,2,46.2,Valmis,1972,Müüa korter,5,5,06.09.13,Tartumaa
311730,3,76.3,Uus,2006,Müüa korter,2,3,18.10.11,Harjumaa
895923,1,28.4,Renoveeritud,1927,Anda üürile korter (Broneeritud),2,2,07.03.15,Harjumaa
157739,2,54,Keskmine,1977,Anda üürile korter,2,3,01.11.10,Harjumaa
614478,2,36.5,Valmis,1970,Müüa korter,2,4,16.07.13,Lääne-Virumaa
578955,2,46.9,Uus,2014,Müüa korter,4,4,16.05.13,Tallinn
397598,2,48.3,Vajab san. remonti,1973,Müüa korter,4,5,11.06.12,Ida-Virumaa
448090,1,37.4,Renoveeritud,2007,Müüa korter,2,3,29.09.12,Tartumaa
83301,2,52.4,Uus,2008,Müüa korter,2,7,15.06.10,Pärnumaa
920541,3,1257,Renoveeritud,1986,"Müüa maja, Vahetuse võimalus",1,1,19.04.15,Harjumaa
364022,2,60.2,Uus,2010,Müüa korter,3,4,03.04.12,Harjumaa
323453,1,18,Keskmine,1989,Anda üürile korter,3,9,12.11.11,Harjumaa
742113,2,46.5,Uus,2005,Müüa korter,1,4,19.03.14,Harjumaa
524283,3,65.5,Valmis,1982,Müüa korter,2,9,14.02.13,Viljandimaa
1235,2,48,Uus,2007,Anda üürile korter,7,30,29.06.09,Harjumaa
131625,3,68,Uus,1987,Müüa korter,1,4,21.09.10,Harjumaa
606840,2,43.8,Renoveeritud,1962,Müüa korter,4,5,01.07.13,Harjumaa
523094,3,60.9,Vajab renoveerimist,1963,Müüa korter,2,2,12.02.13,Harjumaa
155736,2,83.9,Uus,2009,Müüa korter,2,9,27.10.10,Tallinn
982378,3,89.3,Uus,2003,Müüa korter,4,5,05.08.15,Harjumaa
150367,2,52,Vajab san. remonti,1991,Müüa korter,5,5,19.10.10,Harjumaa
612286,3,68,Uus,2006,Müüa korter,1,4,11.07.13,Harjumaa
676326,2,51.7,Uus,2014,Müüa korter,1,5,13.11.13,Harjumaa
840196,4,72,Vajab renoveerimist,1984,Müüa korter,3,3,18.11.14,Tartumaa
713551,3,64.2,Uus,2013,Müüa korter,2,3,27.01.14,Saaremaa
674141,3,52,Uus,1969,Müüa korter,2,9,08.11.13,Harjumaa
934642,4,97.6,Renoveeritud,1936,Müüa korter,4,5,11.05.15,Harjumaa
434576,2,56,Uus,2006,Müüa korter,1,4,03.09.12,Harjumaa
659919,4,78.1,Vajab san. remonti,1976,Müüa korter (Broneeritud),2,2,14.10.13,Läänemaa
283321,2,59,Uus,2004,Anda üürile korter,6,8,11.08.11,Harjumaa
406289,5,166,Valmis,1000,Müüa maja,1,2,30.06.12,Valgamaa
290886,2,59.7,Valmis,2007,Müüa korter,7,9,29.08.11,Ida-Virumaa
359032,2,46.2,Renoveeritud,1946,Müüa korter,3,4,22.03.12,Harjumaa
553496,4,91.1,Uus,2013,Müüa korter,3,4,04.04.13,Harjumaa
598260,3,88.3,Uus,2013,Müüa korter,1,5,29.05.13,Harjumaa
75423,1,2031.8,Valmis,2004,Müüa äripind,1,1,01.06.10,Harjumaa
568388,3,64,Keskmine,1972,Müüa korter,1,5,29.04.13,Harjumaa
317896,2,37.3,Renoveeritud,1961,Müüa korter,1,4,30.10.11,Ida-Virumaa
593933,3,63.7,Vajab renoveerimist,1985,Müüa korter,9,9,28.05.13,Harjumaa
509555,2,37.5,Uus,2006,Anda üürile korter,1,3,22.01.13,Tartumaa
979884,3,66.9,Uus,2011,Müüa korter,3,4,31.07.15,Harjumaa
969068,4,116.6,Uus,2014,Müüa korter,1,3,10.07.15,Tartumaa
415660,4,87,Uus,2007,Müüa korter,3,4,23.07.12,Harjumaa
462948,2,45,Renoveeritud,1963,Müüa korter,1,5,05.11.12,Harjumaa
413434,2,43,Renoveeritud,1968,Anda üürile korter,7,9,17.07.12,Harjumaa
225292,3,65.9,Valmis,1978,Müüa korter,3,9,03.04.11,Harjumaa
987451,4,84.9,Keskmine,1977,Müüa korter,4,5,14.08.15,Tallinn
212403,4,102.7,Uus,2011,Müüa korter,1,2,07.03.11,Harjumaa
421154,1,36.6,Uus,2012,Müüa korter,1,3,05.08.12,Harjumaa
797223,4,76.8,Valmis,1980,Müüa korter,5,5,01.07.14,Pärnumaa
403275,4,75,Keskmine,1984,Müüa korter,5,5,24.06.12,Pärnumaa
404802,2,43.1,Renoveeritud,1986,Anda üürile korter,2,5,27.06.12,Harjumaa
737192,2,53.2,Valmis,1974,Müüa korter,5,5,11.03.14,Harjumaa
68079,2,39.1,Uus,1968,Müüa korter,1,5,17.05.10,Harjumaa
703159,3,89.2,Uus,2014,Müüa korter,5,7,08.01.14,Harjumaa
758073,2,56.8,Renoveeritud,1959,Müüa korter,2,5,21.04.14,Harjumaa
361711,1,36.6,Uus,2008,Anda üürile korter,1,3,28.03.12,Harjumaa
629666,3,54.4,Uus,2007,Müüa korter,7,11,14.08.13,Harjumaa
600851,3,57.9,Valmis,1980,Müüa korter,2,3,31.05.13,Ida-Virumaa
636182,2,48.5,San. remont tehtud,1972,Müüa korter,3,3,28.08.13,Läänemaa
553301,4,78.5,Renoveeritud,1999,Müüa korter,1,9,04.04.13,Tartu
265991,2,47.3,Vajab renoveerimist,1960,Müüa maja,1,1,03.07.11,Järvamaa
202285,1,32.8,Renoveeritud,1983,Müüa korter,1,5,24.08.11,Harjumaa
311315,3,63.5,Renoveeritud,1959,Anda üürile korter,4,4,17.10.11,Harjumaa
48238,3,62.1,Vajab san. remonti,1980,"Müüa korter, Vahetuse võimalus",3,5,31.03.10,Saaremaa
726013,1,30,Renoveeritud,1974,Müüa korter,5,5,19.02.14,Harjumaa
472423,3,65.9,Valmis,1978,Müüa korter,4,5,27.11.12,Viljandimaa
681982,2,61.6,Valmis,1957,Anda üürile korter,2,5,25.11.13,Harjumaa
674635,3,82.7,Uus,2012,Müüa korter,2,3,02.12.13,Harku vald
808436,3,68,Keskmine,1983,Müüa korter,15,16,30.07.14,Harjumaa
688319,2,71.4,Uus,2008,Müüa korter,1,4,06.12.13,Harjumaa
739130,3,60.9,Vajab renoveerimist,1967,Müüa korter,4,5,14.03.14,Ida-Virumaa
163810,3,64.9,Renoveeritud,1986,Müüa korter,2,9,11.11.10,Harjumaa
223206,3,60.4,Renoveeritud,1970,"Müüa korter, Vahetuse võimalus",4,5,29.03.11,Harjumaa
808200,4,118.9,Uus,2010,Müüa korter,4,4,23.07.14,Harjumaa
451260,4,200,Uus,2007,Müüa korter,2,2,06.10.12,Harjumaa
639489,2,41.4,Valmis,1970,Müüa korter,3,4,04.09.13,Ida-Virumaa
516677,1,27,Vajab renoveerimist,1960,Müüa korter,3,4,02.02.13,Ida-Virumaa
314156,1,31.9,Valmis,1969,Müüa äripind,1,3,23.10.11,Pärnumaa
622298,2,45.5,Renoveeritud,1964,"Müüa korter, Vahetuse võimalus",5,5,31.07.13,Harjumaa
879837,4,11,Keskmine,1992,Anda üürile korter,6,6,06.02.15,Tartumaa
849701,1,28,Renoveeritud,1982,Anda üürile korter,3,5,06.12.14,Pärnumaa
679148,1,34.3,Vajab renoveerimist,1940,Müüa korter,1,2,19.11.13,Pärnumaa
683628,2,45.6,Uus,2014,Müüa korter,1,2,27.11.13,Tartumaa
728727,4,91.7,Uus,2013,Müüa korter,1,3,24.02.14,Harjumaa
560524,4,122,Uus,2009,Anda üürile korter,5,7,16.04.13,Harjumaa
255559,1,53.7,Uus,2001,Anda üürile äripind,4,4,07.06.11,Võrumaa
31797,2,46,Uus,2004,Anda üürile korter,1,3,15.02.10,Tartumaa
801210,2,49,San. remont tehtud,1959,Müüa korter,3,3,09.07.14,Ida-Virumaa
623089,5,80.2,Renoveeritud,1991,"Müüa korter, Vahetuse võimalus",1,9,02.08.13,Harjumaa
859088,3,69.1,Uus,1895,Müüa korter,2,3,29.12.14,Tartumaa
85860,3,40.6,Renoveeritud,1965,Müüa korter,2,4,20.06.10,Harjumaa
122966,20,615,Renoveeritud,2000,Müüa äripind,5,6,18.11.10,Tallinn
910060,2,50.5,Renoveeritud,1977,Müüa korter,3,9,31.03.15,Harjumaa
101885,3,65.5,Uus,1978,Müüa korter,7,9,26.07.10,Harjumaa
52899,2,49.5,San. remont tehtud,1987,Müüa korter,3,9,12.04.10,Harjumaa
80202,4,110.6,Uus,2006,Anda üürile korter,8,8,17.10.10,Tallinn
168859,2,43.3,Uus,1970,Müüa korter,8,9,19.11.10,Harjumaa
980983,2,43.4,Renoveeritud,1793,Anda üürile korter,2,3,03.08.15,Tartumaa
702305,3,82.3,Uus,2009,Müüa korter,1,8,07.01.14,Harjumaa
699924,1,33,Keskmine,1987,Anda üürile korter,3,5,02.01.14,Tallinn
880843,2,56.2,Uus,2015,Müüa korter,1,2,08.02.15,Tartumaa
539367,1,34.1,Valmis,1952,Müüa korter,2,3,13.03.13,Viljandimaa
22755,2,58.8,Uus,2007,Müüa korter,3,8,03.12.09,Ida-Virumaa
644870,3,68.6,Renoveeritud,1984,Müüa korter,3,3,14.09.13,Viljandimaa
713286,3,89.9,Uus,2013,Müüa korter,1,3,27.01.14,Saaremaa
751437,2,65,Renoveeritud,1925,Müüa korter,1,5,07.04.14,Harjumaa
112689,4,129,Uus,2006,Müüa korter,5,14,17.08.10,Harjumaa
902083,3,62.2,Valmis,1987,Müüa korter,4,5,17.03.15,Harjumaa
348300,3,65.8,Vajab san. remonti,1990,Müüa korter,11,16,11.01.12,Harjumaa
305214,4,79,Renoveeritud,1992,Müüa korter,4,5,03.10.11,Tartumaa
810017,3,64.8,Valmis,1985,Anda üürile korter,7,9,28.07.14,Tartumaa
671022,3,62.3,Vajab renoveerimist,1975,Müüa korter,9,9,03.11.13,Ida-Virumaa
674474,4,70.9,Valmis,1972,Müüa korter,2,5,10.11.13,Raplamaa
552611,2,46.7,Valmis,1947,Müüa korter,2,3,03.04.13,Ida-Virumaa
743423,1,32.9,San. remont tehtud,1983,Anda üürile korter,2,9,21.03.14,Tallinn
569684,2,43,Renoveeritud,1980,Müüa korter,4,5,01.05.13,Harjumaa
867345,3,66.3,Uus,2014,Müüa korter,3,7,14.01.15,Harjumaa
530516,2,201,Valmis,2011,Müüa maja,1,1,25.02.13,Järvamaa
647474,4,77.5,Valmis,1988,Müüa korter,5,5,19.09.13,Viljandimaa
363957,2,50,Vajab renoveerimist,1930,Müüa korter,1,2,02.04.12,Kadrina vald
707498,2,33,Renoveeritud,1931,Müüa korter,2,3,15.01.14,Harjumaa
776943,2,47.7,Uus,1961,Anda üürile korter,1,3,26.05.14,Ida-Virumaa
850277,2,49.2,Vajab renoveerimist,1948,Müüa korter,3,3,08.12.14,Harjumaa
287212,2,56.6,Uus,2006,Müüa korter,2,5,21.08.11,Tartumaa
827482,3,86,Uus,2005,Müüa korter,1,3,24.10.14,Tartumaa
677886,2,52.7,Keskmine,1986,Müüa korter,2,5,16.11.13,Harjumaa
937665,2,59.2,Uus,2014,Müüa korter,2,3,14.05.15,Tartumaa
654864,3,64.2,Valmis,1983,Müüa korter,7,9,03.10.13,Ida-Virumaa
220815,2,39,Valmis,1963,Müüa korter,5,5,24.03.11,Harjumaa
448154,4,76.2,Valmis,1987,Müüa korter,5,5,29.09.12,Viljandimaa
616491,2,50.1,Renoveeritud,1957,Müüa korter,1,2,20.07.13,Harjumaa
945105,2,48.6,Uus,2014,Müüa korter,1,2,27.05.15,Tartu
363305,1,26.2,Valmis,1963,Müüa korter,2,3,02.04.12,Pärnumaa
221520,2,57.9,Uus,2007,Müüa korter,2,2,25.03.11,Harjumaa
703525,2,47.6,Uus,2008,Müüa korter,1,5,09.01.14,Tallinn
111013,3,74.1,Uus,2002,Müüa korter,3,3,15.08.10,Tartumaa
742641,2,30.6,Renoveeritud,1910,Müüa korter,2,2,20.03.14,Tallinn
613254,2,55.3,Keskmine,1950,Müüa korter,3,4,31.03.14,Tallinn
25341,18,719.1,Uus,2001,Anda üürile äripind,6,7,11.12.09,Harjumaa
322700,2,60,Uus,2005,Müüa korter,4,4,10.11.11,Harjumaa
864447,4,67.4,Renoveeritud,1970,Müüa korter,1,3,11.01.15,Tartumaa
842289,4,106.8,Uus,2013,"Müüa korter, Vahetuse võimalus",2,2,22.11.14,Tallinn
574039,3,66.4,Renoveeritud,1977,Müüa korter,2,5,08.05.13,Harjumaa
413319,3,50,Renoveeritud,1967,Müüa korter,4,5,17.07.12,Tartumaa
153836,2,55,Uus,2006,Anda üürile korter,1,2,25.10.10,Tartumaa
509054,3,63,Renoveeritud,1938,Anda üürile korter,1,2,21.01.13,Harjumaa
463641,3,57.8,Valmis,1981,Müüa korter,2,3,05.11.12,Viljandimaa
811317,2,58.5,Renoveeritud,1959,Anda üürile korter,4,5,30.07.14,Harjumaa
241095,2,59.5,Valmis,2004,Müüa korter,1,3,06.05.11,Harjumaa
726247,4,163,Keskmine,1994,Müüa korter,2,3,18.10.13,Harjumaa
847389,2,38,Renoveeritud,1976,Anda üürile korter,2,5,15.12.14,Tartu
682998,2,37.6,Vajab san. remonti,1969,Müüa korter,3,5,26.11.13,Võrumaa
843617,3,86.5,Uus,2007,Anda üürile korter,3,7,25.11.14,Harjumaa
345753,3,75.5,Uus,2007,Müüa korter,3,5,05.01.12,Harjumaa
343467,1,31.1,Vajab renoveerimist,1986,Müüa korter,3,3,30.12.11,Harjumaa
560342,1,30.7,Uus,2007,Anda üürile korter,2,8,15.04.13,Harjumaa
89468,2,51.6,Renoveeritud,1985,Anda üürile korter,5,5,29.06.10,Harjumaa
329352,2,46,Uus,2005,Müüa korter,8,8,24.11.11,Pärnumaa
450171,4,72.3,Keskmine,1940,Müüa korter,1,2,03.10.12,Läänemaa
752405,3,66,San. remont tehtud,1979,Müüa korter,6,9,08.04.14,Harjumaa
761920,2,43.6,Renoveeritud,1969,Müüa korter,5,5,30.06.14,Harjumaa
649874,4,79.1,Valmis,1989,Müüa korter,1,3,24.09.13,Harjumaa
18674,2,62,Uus,2009,Anda üürile korter,7,9,21.11.09,Tallinn
179926,4,78,Keskmine,1981,Müüa korter,1,5,13.12.10,Tartumaa
334444,2,53.6,Uus,2012,Müüa korter,1,3,06.12.11,Tartumaa
796871,1,15.9,Uus,1972,Müüa korter,4,5,01.07.14,Tallinn
677437,3,79,Uus,2011,Anda üürile korter,1,3,15.11.13,Tartumaa
921879,3,69.9,Uus,2006,Müüa korter,4,5,21.04.15,Harjumaa
578947,3,71.6,Uus,2014,Müüa korter,2,4,16.05.13,Tallinn
174422,3,50,Vajab renoveerimist,1993,Müüa korter,2,3,01.12.10,Viljandimaa
360024,3,56,Vajab renoveerimist,1989,Müüa korter,2,3,25.03.12,Jõgevamaa
450156,3,78,Uus,2003,Müüa korter,2,4,03.10.12,Harjumaa
285460,5,124.6,Keskmine,1975,Müüa korter,1,4,17.08.11,Pärnumaa
613301,2,46,Renoveeritud,1964,Anda üürile korter,2,5,14.07.13,Harjumaa
692981,1,40,Uus,2001,Anda üürile korter,2,5,16.12.13,Tartumaa
164813,2,52.2,Uus,2011,Müüa korter,3,5,12.11.10,Harjumaa
839614,3,74.3,Uus,2015,Müüa korter,1,3,17.11.14,Tartumaa
271443,3,76.5,Uus,2005,Anda üürile korter,4,4,13.07.11,Harjumaa
133673,2,45,Vajab san. remonti,1963,Müüa korter,1,2,24.09.10,Tartumaa
